,Title,Price,Rating,Discount,Detail,Url
799,"Matlek 16 Hours Music Neckband Earphone Bluetooth Wireless Headphones Bluetooth Headset  (Red, In the Ear)",₹449,4,54% off,"GeneralModel Name16 Hours Music Neckband Earphone Bluetooth Wireless HeadphonesColorRedHeadphone TypeIn the EarInline RemoteYesSales PackageBluetooth Neckband Earphone, Charging Wire, ManualConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedUSB Charging Cable, User ManualProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralYesDesigned ForAndroid Mobile Phone, iOS Mobile Phones, Gaming, PC, Television, TabCircumaural/SupraauralSupraauralCarrier Frequency20 - 20GHzMagnet TypeFerriteControlsOn/Off, Track Next/Previous, Call Answer/Decline, ResetOther FeaturesLow Power Consumption, Super High Quality BatteryHeadphone Driver Units10 mmBoom MicrophoneYesMicrophone Driver Size10 mmMicrophone Impedance16 ohmWith MicrophoneYesSound FeaturesImpedance16 ohmSignal to Noise Ratio80 dBMinimum Frequency Response20 HzOther Sound FeaturesHD Sound Quality, Deep BassAudio CodecApt-XConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth ProfilesA2DP, AVRCP, HFP, HSPBluetooth VersionV5.0Bluetooth Range10 mHeadphone Power Requirement5 V DCTransmitter Power Requirement5 V DCTransmitter BatteryLithium IonBattery TypeLithium IonBattery Life15 hrBattery Capacity130 mAhCharging Time1.5 HoursPlay Time16 hrStandby Time120 hrDimensionsCord Length1 mOther DimensionsNAWarrantyDomestic Warranty1 YearInternational Warranty1 YearWarranty Summary1 Year Manufacturing DefectWarranty Service TypeWe took immense care and used advanced technology to build a worry free product. But just in case you have an issue, this product comes with an one year limited manufacturing defect warranty and amazing customer service.Covered in WarrantyInternal damageNot Covered in WarrantyDefect Made By Customer",https://www.flipkart.com/matlek-16-hours-music-neckband-earphone-bluetooth-wireless-headphones-headset/p/itm5a33cad3c6ad0?pid=ACCG53GUFSMZHMWV&lid=LSTACCG53GUFSMZHMWVCNPXKS&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_801&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCG53GUFSMZHMWV.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
800,"ULTADOR Neckband Ultra-Long Playtime, Built-in Microphone with Deep Bass for sports Bluetooth Headset  (Black, In the Ear)",₹499,3.9,73% off,"GeneralModel NameNeckband Ultra-Long Playtime, Built-in Microphone with Deep Bass for sportsColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1*headset, 1*usb cableConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedUSB Charging CableProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantNoMonauralYesDesigned ForALL SMARTPHONES Mi Redmi, NOKIA, , oppo, Vivo, HTC, ONEPLUS, SAMSUNG , INFINIX, MICROMAX, LAVA, LENOVO, LG, MOTOROLA, INTEX, ITELSeriesWX-10Circumaural/SupraauralCircumauralOpen/Closed BackOpen BackCarrier Frequency50HGH-70Magnet TypeNeodymiumConnector PlatingDynamicDriver TypeDynamicIndicatorsNOTIFICATION LIGHTControlsVolume Control, On - Off, Reset, Wireless, CALL, VOLUME, PLAY/PAUSEThemeBLACK SOLIDTechnology UsedBLUETOOTHOther FeaturesCommand your playback with this Wireless Earphone , Handsfree and activiate Smart Voice assistant easily via its Smooth Integrated ControlsCord TypeNylonBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity110 dBmWImpedance20 ohmSignal to Noise Ratio85 dBMaximum Power Input50 mWMinimum Frequency Response100 HzMaximum Frequency Response1000 HzNoise Reduction40 dBOther Sound FeaturesThis neckband can deliver upto 30 Hours of musical blissAudio CodecAPTXConnectivity FeaturesWireless TypeBLUETOOTHWireless Range10 mBluetooth ProfilesA2DPBluetooth Version5.1Bluetooth Range10 mHeadphone Power SourceUSB BASEDTransmitter Power SourceBATTERYHeadphone Power Requirement5 V DCTransmitter Power Requirement5 V DCHeadphone Battery2AATransmitter BatteryLITHIUMPower SupplyBattery ChargerBattery Output3 VBattery TypeLITHIUM-IONBattery Life1 hrBattery Capacity180 mAhCharging Time1 HRPlay Time30 hrStandby Time200 hrOther Power FeaturesThis Bluetooth Earphone Offer a great Playback Time of up to 30 Hours in a goDimensionsOther DimensionsThe Ergonomically Designed Neck Band has Magnetic earbuds made of Premium Alloy. High Grade Silicon Finish neck band provides very soft wearing ExperienceWarrantyWarranty Summary7 DaysWarranty Service TypeReplacementCovered in WarrantyAny internal issueNot Covered in WarrantyAny physical issue",https://www.flipkart.com/ultador-neckband-ultra-long-playtime-built-in-microphone-deep-bass-sports-bluetooth-headset/p/itm24ec16b48e3f5?pid=ACCGDRZ2AGKJ2FVP&lid=LSTACCGDRZ2AGKJ2FVPBTOVCT&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_802&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGDRZ2AGKJ2FVP.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
801,"MICROBOTS single ear bluetooth best quality for all smartphones Bluetooth Headset  (Multicolor, In the Ear)",₹249,3.7,50% off,GeneralModel Namesingle ear bluetooth best quality for all smartphonesColorMulticolorHeadphone TypeIn the EarInline RemoteYesSales PackagebluetoothConnectivityBluetoothHeadphone DesignEar ClipAccessories IncludedUSB Charging CableProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned Forall smartphonesConnector Size3.5 mmWith MicrophoneYesWarrantyWarranty Summary7 days manufactucreCovered in Warrantymanufacture deffectNot Covered in Warrantyphysical damage,https://www.flipkart.com/microbots-single-ear-bluetooth-best-quality-all-smartphones-headset/p/itm9365d31227f2a?pid=ACCG8ZG4CGNF8D7U&lid=LSTACCG8ZG4CGNF8D7U4UKTXS&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_803&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCG8ZG4CGNF8D7U.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
802,"Boult Audio ProBass Escape Bluetooth Headset  (Black, In the Ear)",₹899,3.9,77% off,"GeneralModel NameProBass EscapeColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesMagnet TypeNeodyIndicatorsBattery Level Indicator, Power Indicator, Connection Status IndicatorControlsVolume Control, On-Off, Song Change, Call Receive/DisconnectOther FeaturesMagnetic Drivers, Light Weight, Premium Finish, Seamless ConnectivityWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesBluetooth Version5Bluetooth Range10 mHeadphone Power SourceUSB ChargerBattery TypeLithium IonBattery Life10 hrsCharging Time1.2 hoursPlay Time10 hrsDimensionsWidth110 mmHeight15 mmWeight28 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-escape-bluetooth-headset/p/itme0555107851ae?pid=ACCG2J2PUKJYTU7S&lid=LSTACCG2J2PUKJYTU7SGOKSS0&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_804&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_n8S1%2Bm3EKyVszu5R7gl0Fa5XxeAncBvlutSaxDLM7kmSP%2FGNTXD67nfZxqZ7P1gnljMssX%2F6SXHFeojbeHIWdw%3D%3D&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
803,"SONY WH-CH710N Active noise cancellation enabled Bluetooth Headset  (Blue, On the Ear)","₹6,990",3.8,53% off,"GeneralModel NameWH-CH710NColorBlueHeadphone TypeOn the EarInline RemoteYesSales Package1 Headphone, Instruction Manual, USB Cable, Reference Guide, Tangle CordConnectivityBluetoothHeadphone DesignFoldable Over the HeadProduct DetailsSweat ProofNoFoldable/CollapsibleYesDeep BassNoWater ResistantNoMonauralNoSystem RequirementsNACircumaural/SupraauralCircumauralOpen/Closed BackClosedMagnet TypeNeodymiumConnector PlatingGold PlatedControlsVolume Control, Play/Pause, Track Change, CallsHeadphone Driver Units30 mmCord TypeTangleWith MicrophoneYesSound FeaturesSensitivity94 dBmWImpedance72 ohmSignal to Noise Ratio94 dBModulationNAMinimum Frequency Response7 HzMaximum Frequency Response20000 HzNoise Reduction94 dBConnectivity FeaturesBluetooth Version5Bluetooth Range10 mHeadphone Power SourceUSB ChargerHeadphone BatteryLithium-ionBattery Life35 hrsCharging Time3.5Play Time35 hrsStandby Time200 hrsDimensionsWidth209 mmHeight245 mmDepth225 mmWeight233 gWeight Without Battery210 gCord Length0.2 mWarrantyDomestic Warranty1 YearWarranty Summary1 Year WarrantyWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/sony-wh-ch710n-active-noise-cancellation-enabled-bluetooth-headset/p/itmf7943b8517aa1?pid=ACCFRKMPVVDWG8R4&lid=LSTACCFRKMPVVDWG8R4CT5V1A&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_805&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCFRKMPVVDWG8R4.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
804,"Plus Shine 12 buds headphone Bluetooth Headset  (Black, True Wireless)",₹399,3.5,80% off,GeneralModel Name12 buds headphoneColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1 HEADPHONEConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyCovered in WarrantyNA,https://www.flipkart.com/plus-shine-12-buds-headphone-bluetooth-headset/p/itm7f14706c56514?pid=ACCG7AE79539XGHB&lid=LSTACCG7AE79539XGHBEN9LOM&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_806&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCG7AE79539XGHB.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
805,"ZEBRONICS Zeb-Thunder PRO Wireless Bluetooth Headset  (Blue, On the Ear)",₹999,4,47% off,"GeneralModel NameZeb-Thunder PRO WirelessColorBlueHeadphone TypeOn the EarInline RemoteYesSales Package1 unit headphone, 1 unit aux cable, 1 unit charging cable, 1 unit user manualConnectivityBluetoothHeadphone DesignOver the HeadProduct DetailsFoldable/CollapsibleYesDeep BassYesWith MicrophoneYesConnectivity FeaturesCharging Time1WarrantyDomestic Warranty1 YearWarranty Summaryone yearCovered in WarrantyZEB - THUNDER PRONot Covered in WarrantyPHYSICAL DAMAGE",https://www.flipkart.com/zebronics-zeb-thunder-pro-wireless-bluetooth-headset/p/itm6b54cf1715733?pid=ACCG4TGYYYTGUSYB&lid=LSTACCG4TGYYYTGUSYBZFIR89&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_807&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCG4TGYYYTGUSYB.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
806,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Black, In the Ear)","₹1,299",4,74% off,"GeneralModel NameProBass FChargeColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Neckband, Extra Pair of Eartips, Charging Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned ForMobiles, Smartphones, Tablets, Laptops, Smart TVs, iOS, Android, Windows, BlackberryControlsOn/Off, Song Change, Play/Pause Songs, Call Receive/Disconnect/RejectTechnology UsedPro+ Calling TechnologyOther FeaturesPro+ Calling Mic Technology & Environmental Noise Cancellation: Experience the crystal clear calling experience, as ambient noises get filtered out., Long Battery Life: 40 hour Playback time, Fast Charging: 10 Mins Charge = 15 Hours Playback, Fast Pairing: Designed with the latest Bluetooth 5.2 technology, Soft Silicon Band with In-line controls / IPX5 Water ResistantHeadphone Driver Units14.2 mmWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBattery TypeLithium IonBattery Life40 hrsPlay Time40 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-fcharge-40-hrs-playtime-enc-fast-charging-pairing-bluetooth-headset/p/itm990890a2723e2?pid=ACCGC2JJSZZNZYCX&lid=LSTACCGC2JJSZZNZYCXQ6ZDAT&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_808&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_n8S1%2Bm3EKyVszu5R7gl0Fa5XxeAncBvlutSaxDLM7kkKKMkc2n6hIVgnySqRE%2BqyRPhtXSWjnmhk1mkI7xD3Yw%3D%3D&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
807,"YAMAY BTi12 Bluetooth Headset (white, In the Ear) Bluetooth Headset  (White, True Wireless)",₹449,3.3,70% off,"GeneralModel NameBTi12 Bluetooth Headset (white, In the Ear)ColorWhiteHeadphone TypeTrue WirelessInline RemoteYesSales PackageearbudsConnectivityBluetoothHeadphone DesignCanalphoneProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesDesigned ForALL SMARTPHONESWith MicrophoneYesWarrantyWarranty Service TypeNACovered in WarrantyNA",https://www.flipkart.com/yamay-bti12-bluetooth-headset-white-ear/p/itm67a572a82a0d1?pid=ACCGFZT2KETDHMBZ&lid=LSTACCGFZT2KETDHMBZNMPVIO&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_809&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGFZT2KETDHMBZ.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
808,"Chaebol Neckband with Microphone for Clear Calls/ Waterproof for Gym//Sports Bluetooth Headset  (Red, In the Ear)",₹549,3.8,60% off,"GeneralModel NameNeckband with Microphone for Clear Calls/ Waterproof for Gym//SportsColorRedHeadphone TypeIn the EarInline RemoteYesSales PackagePack of 1ConnectivityBluetoothHeadphone DesignOver the HeadAccessories IncludedUSB Charging CableProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantNoMonauralNoDesigned ForMi Redmi, NOKIA, ALL SMARTPHONES, oppo, Vivo, HTC, ONEPLUS, SAMSUNGSeriesWOOS-100System RequirementsALL MOBILE AND BLUETOOTH AND IOS DEVICECircumaural/SupraauralCircumauralOpen/Closed BackOpen backCarrier Frequency50HGH-70Magnet TypeNeodymiumConnector PlatingDynamicConnector Size11.2 mmDriver TypeDynamicIndicatorsBlinkingControlsCall Receive/Reject, PLAY/PAUSEThemeYOUNGMANTechnology UsedBoost DriverOther FeaturesDesigned to Let Nohing go in between you and your music. Experience Original Sound with Pwerful Highs and Clear Lows . The Noice Cancelling Technology ensures Crisp , Skip Free Stereo SoundHeadphone Driver Units3.5 mmTotal Harmonic Distortion0.5%Cord TypeNylonBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity110 dBmWImpedance20 ohmSignal to Noise Ratio90 dBModulationMSPMaximum Power Input50 mWMinimum Frequency Response100 HzMaximum Frequency Response1000 HzNoise Reduction40 dBOther Sound FeaturesBluetooth 5. 0 technology, with significant noise isolation and 10mm dynamic drivers, ensure stable transmission & 0 interruption for a HD stereo sound experience.Audio CodecAPTXConnectivity FeaturesWireless TypeCHB-100Wireless Range10 mBluetooth ProfilesA2DPBluetooth Version5.0Bluetooth Range10 mHeadphone Power SourceUSB CHARGINGTransmitter Power SourceUSB CHARGINGHeadphone Power Requirement3 VTransmitter Power Requirement3 VHeadphone Battery2AATransmitter Battery2AAPower SupplyELECTERCITYBattery Output3 VBattery TypeRECHARGEABLEBattery Life30 hrBattery Capacity500 mAhCharging Time1Play Time30 hrStandby Time80 hrOther Power FeaturesDesign Allows For Ultimate Wearing Comfort For Running, Jogging, Cycling, Driving, Camping,Hiking,Gym Exercise And Other Outdoor SportsDimensionsCord Length10 mOther DimensionsExclusive design patents, headphone ergonomic design, comfortable to wear easy to fall.WarrantyWarranty Service TypeReplacementCovered in WarrantyNANot Covered in WarrantyPHYSICAL DAMAGE",https://www.flipkart.com/chaebol-neckband-microphone-clear-calls-waterproof-gym-sports-bluetooth-headset/p/itm2737ffdb02d6a?pid=ACCGGP8X9FSF8MHN&lid=LSTACCGGP8X9FSF8MHNAJHYLH&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_810&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGGP8X9FSF8MHN.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
809,"SHOUT True Wireless Earbuds Passive Noise Cancellation Bluetooth (White) Bluetooth Headset  (White, True Wireless)",₹999,4.2,80% off,GeneralModel NameTrue Wireless Earbuds Passive Noise Cancellation Bluetooth (White)ColorWhiteHeadphone TypeTrue WirelessInline RemoteNoSales Package1ConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesHeadphone Driver Units10 mmWith MicrophoneYesConnectivity FeaturesWireless TypebluetoothWireless Range10 mBluetooth Version5.1Bluetooth Range10 mBattery TypeLithium ion batteryBattery Capacity400 mAhCharging Time90 MinutesPlay Time21 hrDimensionsWidth90 mmHeight48 mmDepth77 mmWeight45WarrantyDomestic Warranty1 YearInternational Warranty1 YearWarranty Summary1 year warranty from date of purchase with replacementWarranty Service TypeManufacturing DefectsCovered in WarrantyManufacturing DefectsNot Covered in WarrantyDamage cause by any external or physical force,https://www.flipkart.com/shout-true-wireless-earbuds-passive-noise-cancellation-bluetooth-white-headset/p/itmb3625b6611d06?pid=ACCGACYKDATTZMYB&lid=LSTACCGACYKDATTZMYB1FN05U&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_811&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGACYKDATTZMYB.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
810,"truke Buds F1 with 38H Playtime, Dual Mic ENC, Instant Pairing, Exceptional Sound Bluetooth Headset  (Black, True Wireless)","₹1,099",4,56% off,"GeneralModel NameBuds F1ColorBlackHeadphone TypeTrue WirelessInline RemoteNoSales Package2 Bluetooth Earbuds (Left and Right), Charging Case, 2 (Pairs) Eartips, Type-C Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned ForAndroid, iOS, WindowsDriver Type6 mm Dynamic DriverControlsTap to ControlTechnology UsedDual MEMS MicHeadphone Driver Units6 mmWith MicrophoneYesSound FeaturesAudio CodecSBC, AACConnectivity FeaturesWireless Range10 mBluetooth Version5.3Bluetooth Range10 mHeadphone Power SourceBatteryHeadphone BatteryLithium PolymerPower SupplyDC 5 V, 1 ABattery TypeLithium PolymerBattery Life38 hrsBattery Capacity300 mAhCharging Time1.5Play Time8 hrsStandby Time180 hrsDimensionsWidth53 mmHeight44 mmDepth30 mmWeight35 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from Date of Purchase. Mandatory Registration is Required on Truke Website within 10 Days of Purchase.Warranty Service TypeWhatsapp at +91-9354170767 or Mail us at support@eccentricindia.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage, Water Damage, Normal Wear and Tear.",https://www.flipkart.com/truke-buds-f1-38h-playtime-dual-mic-enc-instant-pairing-exceptional-sound-bluetooth-headset/p/itm8b783ccdc2537?pid=ACCGDRMVMYZKBGAY&lid=LSTACCGDRMVMYZKBGAYSVQMU7&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_812&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_n8S1%2Bm3EKyVszu5R7gl0Fa5XxeAncBvlutSaxDLM7knEVjJ%2BMGRL6MD9OaUbhfs8RKmEnVfi%2FoZogo5jrWrotA%3D%3D&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
811,"Wings Phantom 205 Neck band with touch controls Bluetooth Gaming Headset  (Black, In the Ear)","₹1,499",4,50% off,"GeneralModel NamePhantom 205 Neck band with touch controlsColorBlackHeadphone TypeIn the EarInline RemoteNoSales Package1 Headphone, Cable, Eartips, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesSeriesPhantomSystem RequirementsWindows, Mac, OSHeadphone Driver Units10 mmWith MicrophoneYesConnectivity FeaturesBattery Life50 hrDimensionsWeight200 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Manufacturer WarrantyWarranty Service TypeReplacementCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/wings-phantom-205-neck-band-touch-controls-bluetooth-gaming-headset/p/itma6f5dd591cc4a?pid=ACCGDQ6SJFD8CAKF&lid=LSTACCGDQ6SJFD8CAKF8AV8IY&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_813&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGDQ6SJFD8CAKF.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
812,"ZEBRONICS Zeb-Sound Bomb G1 Gaming TWS with 50ms low latency, Game Mode Bluetooth Gaming Headset  (Black, In the Ear)","₹1,749",3.7,56% off,"GeneralModel NameZeb-Sound Bomb G1ColorBlackHeadphone TypeIn the EarInline RemoteNoSales Package1 Pair of Ear Buds, Charging Case, Charging Cable, User Manual, 2 Ear TipsConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesHeadphone Driver Units10 mmWith MicrophoneNoSound FeaturesImpedance32 ohmAudio CodecAACConnectivity FeaturesWireless TypeBluetoothBluetooth ProfilesHSP, HFP, A2DP, AVRCPBluetooth Version5Bluetooth Range10 mCharging Time1 Hour (Ear Buds), 1.5 Hours (Charging Case)Play Time3.5 hrStandby Time30 hrDimensionsWidth60 mmHeight34 mmDepth60 mmWeight45 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Domestic WarrantyWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyAny physical Damages will Not Covered in Warranty",https://www.flipkart.com/zebronics-zeb-sound-bomb-g1-gaming-tws-50ms-low-latency-game-mode-bluetooth-headset/p/itm21c494b2df157?pid=ACCGAPP3KEH8N2WE&lid=LSTACCGAPP3KEH8N2WEKDFJ4J&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_814&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGAPP3KEH8N2WE.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
813,"Cubonic M10 TWS 5.1 In-Ear 9D Mini Touch Sports Binaural Earphones Bluetooth Headset  (Black, True Wireless)",₹899,4,43% off,"GeneralModel NameM10 TWS 5.1 In-Ear 9D Mini Touch Sports Binaural EarphonesColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1x charging case, 2x earbuds, 1x charging cable, 1x user manualConnectivityBluetoothHeadphone DesignEarbudAccessories IncludedCharging Case, USB Charging Cable, User ManualProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned Forall smartphonesIndicatorspower indicator, battery indicatorControlspower on/off, volume up/downWith MicrophoneYesConnectivity FeaturesWireless TypebluetoothWireless Range10 mBattery Life36 hrPlay Time6 hrWarrantyWarranty Summary7 days replacementCovered in WarrantyMANUFACTURING DEFECTS ONLYNot Covered in WarrantyPHYSICAL DAMAGE BY CUSTOMER",https://www.flipkart.com/cubonic-m10-tws-5-1-in-ear-9d-mini-touch-sports-binaural-earphones-bluetooth-headset/p/itm22178f18a8512?pid=ACCGGDYKJFT67WFW&lid=LSTACCGGDYKJFT67WFWAMNCAD&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_21_815&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=e0dcf801-e790-4160-bab9-64fd1a96af07.ACCGGDYKJFT67WFW.SEARCH&ppt=None&ppn=None&ssid=7wnp0zaxdc0000001660812348098
